# 2020 01 01 00 00 00.000000 33.868 52.417   4.9  4.1 0.0 0.0 0.0         1
XBVK 14.880 1.00 P
XBVK 26.040 1.00 S
DQYH 20.680 1.00 P
DQYH 36.190 1.00 S
MGUS 25.830 1.00 P
MGUS 45.210 1.00 S
VOCA 26.950 1.00 P
VOCA 47.160 1.00 S
RAWC 26.820 1.00 P
RAWC 46.940 1.00 S
QYDI 31.770 1.00 P
QYDI 54.970 1.00 S
HLUH 32.030 1.00 P
HLUH 55.510 1.00 S
# 2020 01 01 00 02 03.000000 33.559 52.401  12.3  2.2 0.0 0.0 0.0         2
CBZA 13.210 1.00 P
CBZA 23.110 1.00 S
AVTK 16.140 1.00 P
AVTK 28.240 1.00 S
DQYH 23.540 1.00 P
DQYH 41.190 1.00 S
RAWC 24.520 1.00 P
RAWC 42.920 1.00 S
MGUS 24.990 1.00 P
MGUS 43.720 1.00 S
APSL 26.430 1.00 P
APSL 46.120 1.00 S
HLUH 34.060 1.00 P
HLUH 58.500 1.00 S
# 2020 01 01 00 04 06.000000 33.552 52.431  12.8  4.3 0.0 0.0 0.0         3
RHPW 17.970 1.00 P
RHPW 31.450 1.00 S
DQYH 23.870 1.00 P
DQYH 41.770 1.00 S
DNOA 24.040 1.00 P
DNOA 42.010 1.00 S
MGUS 24.400 1.00 P
MGUS 42.690 1.00 S
FOUH 26.870 1.00 P
FOUH 47.010 1.00 S
APSL 25.930 1.00 P
APSL 45.320 1.00 S
HLUH 34.290 1.00 P
HLUH 58.870 1.00 S
# 2020 01 01 00 06 09.000000 34.059 52.827  18.1  1.0 0.0 0.0 0.0         4
LUEX 17.020 1.00 P
LUEX 29.790 1.00 S
AVTK 18.010 1.00 P
AVTK 31.520 1.00 S
MGUS 18.900 1.00 P
MGUS 33.070 1.00 S
VOCA 18.820 1.00 P
VOCA 32.930 1.00 S
DQYH 20.720 1.00 P
DQYH 36.260 1.00 S
CBZA 20.940 1.00 P
CBZA 36.640 1.00 S
RAWC 21.490 1.00 P
RAWC 37.610 1.00 S
# 2020 01 01 00 08 12.000000 34.005 52.534   6.2  1.7 0.0 0.0 0.0         5
XBVK 10.430 1.00 P
XBVK 18.250 1.00 S
CBZA 19.260 1.00 P
CBZA 33.700 1.00 S
DNOA 20.870 1.00 P
DNOA 36.530 1.00 S
FOUH 21.830 1.00 P
FOUH 38.220 1.00 S
APSL 24.440 1.00 P
APSL 42.770 1.00 S
MGUS 24.940 1.00 P
MGUS 43.640 1.00 S
RAWC 26.580 1.00 P
RAWC 46.510 1.00 S
# 2020 01 01 00 10 15.000000 33.809 52.807  23.7  2.3 0.0 0.0 0.0         6
RHPW 10.590 1.00 P
RHPW 18.540 1.00 S
LUEX 16.110 1.00 P
LUEX 28.190 1.00 S
DNOA 16.400 1.00 P
DNOA 28.700 1.00 S
CBZA 19.040 1.00 P
CBZA 33.330 1.00 S
VOCA 21.220 1.00 P
VOCA 37.140 1.00 S
QYDI 29.940 1.00 P
QYDI 51.240 1.00 S
HLUH 31.740 1.00 P
HLUH 54.480 1.00 S
# 2020 01 01 00 12 18.000000 33.438 52.481  18.2  2.7 0.0 0.0 0.0         7
LUEX 14.220 1.00 P
LUEX 24.880 1.00 S
AVTK 18.070 1.00 P
AVTK 31.630 1.00 S
MGUS 23.450 1.00 P
MGUS 41.030 1.00 S
DQYH 24.450 1.00 P
DQYH 42.770 1.00 S
APSL 25.580 1.00 P
APSL 44.730 1.00 S
VOCA 28.500 1.00 P
VOCA 49.230 1.00 S
RPKV 33.980 1.00 P
RPKV 58.370 1.00 S
# 2020 01 01 00 14 21.000000 33.895 52.764  19.8  2.0 0.0 0.0 0.0         8
RHPW  8.910 1.00 P
RHPW 15.600 1.00 S
XBVK 12.190 1.00 P
XBVK 21.330 1.00 S
LUEX 15.560 1.00 P
LUEX 27.230 1.00 S
AVTK 17.500 1.00 P
AVTK 30.620 1.00 S
MGUS 18.720 1.00 P
MGUS 32.750 1.00 S
RAWC 20.310 1.00 P
RAWC 35.530 1.00 S
HLUH 30.940 1.00 P
HLUH 53.250 1.00 S
# 2020 01 01 00 16 24.000000 34.011 52.689  13.3  2.3 0.0 0.0 0.0         9
XBVK 10.030 1.00 P
XBVK 17.550 1.00 S
LUEX 15.350 1.00 P
LUEX 26.850 1.00 S
DNOA 16.760 1.00 P
DNOA 29.340 1.00 S
FOUH 19.350 1.00 P
FOUH 33.890 1.00 S
APSL 20.490 1.00 P
APSL 35.850 1.00 S
VOCA 21.210 1.00 P
VOCA 37.120 1.00 S
HLUH 30.370 1.00 P
HLUH 52.560 1.00 S
# 2020 01 01 00 18 27.000000 33.710 52.635  18.2  2.2 0.0 0.0 0.0        10
LUEX 13.720 1.00 P
LUEX 24.010 1.00 S
AVTK 16.670 1.00 P
AVTK 29.170 1.00 S
CBZA 16.390 1.00 P
CBZA 28.690 1.00 S
DNOA 19.780 1.00 P
DNOA 34.620 1.00 S
APSL 21.740 1.00 P
APSL 38.050 1.00 S
FOUH 23.340 1.00 P
FOUH 40.860 1.00 S
HLUH 32.490 1.00 P
HLUH 55.920 1.00 S
# 2020 01 01 00 20 30.000000 33.801 52.548  12.1  3.7 0.0 0.0 0.0        11
RHPW 12.770 1.00 P
RHPW 22.350 1.00 S
LUEX 12.740 1.00 P
LUEX 22.300 1.00 S
CBZA 16.010 1.00 P
CBZA 28.030 1.00 S
DNOA 20.700 1.00 P
DNOA 36.230 1.00 S
APSL 23.240 1.00 P
APSL 40.680 1.00 S
RPKV 30.700 1.00 P
RPKV 53.170 1.00 S
QYDI 31.190 1.00 P
QYDI 53.680 1.00 S
# 2020 01 01 00 22 33.000000 33.734 52.416   7.9  1.6 0.0 0.0 0.0        12
LUEX 10.890 1.00 P
LUEX 19.060 1.00 S
CBZA 13.990 1.00 P
CBZA 24.490 1.00 S
XBVK 17.470 1.00 P
XBVK 30.580 1.00 S
MGUS 24.970 1.00 P
MGUS 43.690 1.00 S
RAWC 25.340 1.00 P
RAWC 44.350 1.00 S
APSL 25.830 1.00 P
APSL 45.150 1.00 S
HLUH 32.810 1.00 P
HLUH 56.710 1.00 S
# 2020 01 01 00 24 36.000000 33.633 52.535  17.0  0.3 0.0 0.0 0.0        13
RHPW 15.370 1.00 P
RHPW 26.900 1.00 S
CBZA 14.850 1.00 P
CBZA 25.980 1.00 S
AVTK 16.290 1.00 P
AVTK 28.500 1.00 S
DNOA 21.640 1.00 P
DNOA 37.870 1.00 S
MGUS 22.140 1.00 P
MGUS 38.740 1.00 S
APSL 23.590 1.00 P
APSL 41.280 1.00 S
VOCA 25.850 1.00 P
VOCA 45.030 1.00 S
# 2020 01 01 00 26 39.000000 33.781 52.521  12.0  2.5 0.0 0.0 0.0        14
RHPW 13.450 1.00 P
RHPW 23.540 1.00 S
XBVK 15.370 1.00 P
XBVK 26.910 1.00 S
DNOA 21.210 1.00 P
DNOA 37.120 1.00 S
MGUS 22.820 1.00 P
MGUS 39.930 1.00 S
RPKV 30.650 1.00 P
RPKV 53.110 1.00 S
QYDI 31.310 1.00 P
QYDI 53.930 1.00 S
HLUH 31.790 1.00 P
HLUH 54.930 1.00 S
# 2020 01 01 00 28 42.000000 34.111 52.544   4.5  5.0 0.0 0.0 0.0        15
XBVK  7.470 1.00 P
XBVK 13.080 1.00 S
RHPW  8.490 1.00 P
RHPW 14.850 1.00 S
LUEX 14.670 1.00 P
LUEX 25.670 1.00 S
DQYH 19.670 1.00 P
DQYH 34.450 1.00 S
DNOA 20.540 1.00 P
DNOA 35.960 1.00 S
VOCA 24.240 1.00 P
VOCA 42.450 1.00 S
APSL 24.750 1.00 P
APSL 43.320 1.00 S
# 2020 01 01 00 30 45.000000 33.834 52.648  16.4  0.8 0.0 0.0 0.0        16
LUEX 13.790 1.00 P
LUEX 24.140 1.00 S
CBZA 17.280 1.00 P
CBZA 30.250 1.00 S
DQYH 21.430 1.00 P
DQYH 37.500 1.00 S
FOUH 21.840 1.00 P
FOUH 38.260 1.00 S
APSL 21.150 1.00 P
APSL 37.020 1.00 S
RPKV 30.190 1.00 P
RPKV 52.170 1.00 S
HLUH 31.510 1.00 P
HLUH 54.360 1.00 S
# 2020 01 01 00 32 48.000000 33.903 52.674  15.0  3.7 0.0 0.0 0.0        17
LUEX 14.370 1.00 P
LUEX 25.150 1.00 S
DNOA 17.660 1.00 P
DNOA 30.900 1.00 S
CBZA 18.260 1.00 P
CBZA 31.960 1.00 S
FOUH 20.720 1.00 P
FOUH 36.290 1.00 S
MGUS 20.530 1.00 P
MGUS 35.930 1.00 S
APSL 20.630 1.00 P
APSL 36.100 1.00 S
RAWC 22.070 1.00 P
RAWC 38.630 1.00 S
# 2020 01 01 00 34 51.000000 33.573 52.672  23.3  3.6 0.0 0.0 0.0        18
RHPW 15.250 1.00 P
RHPW 26.690 1.00 S
LUEX 14.810 1.00 P
LUEX 25.910 1.00 S
CBZA 16.550 1.00 P
CBZA 28.960 1.00 S
AVTK 18.030 1.00 P
AVTK 31.550 1.00 S
RAWC 19.470 1.00 P
RAWC 34.060 1.00 S
DQYH 23.570 1.00 P
DQYH 41.240 1.00 S
QYDI 32.770 1.00 P
QYDI 55.940 1.00 S
# 2020 01 01 00 36 54.000000 33.967 52.710  15.5  1.1 0.0 0.0 0.0        19
RHPW  8.010 1.00 P
RHPW 14.020 1.00 S
XBVK 10.900 1.00 P
XBVK 19.070 1.00 S
LUEX 15.070 1.00 P
LUEX 26.380 1.00 S
CBZA 19.250 1.00 P
CBZA 33.690 1.00 S
