# 2001 02 03 00 00 00.000000 33.850 52.613  15.5  4.1 0.0 0.0 0.0         1
RHPW 10.200 1.00 P
RHPW 17.850 1.00 S
XBVK 12.610 1.00 P
XBVK 22.070 1.00 S
LUEX 13.710 1.00 P
LUEX 23.990 1.00 S
CBZA 17.440 1.00 P
CBZA 30.520 1.00 S
DNOA 18.950 1.00 P
DNOA 33.170 1.00 S
DQYH 20.440 1.00 P
DQYH 35.760 1.00 S
FOUH 20.940 1.00 P
FOUH 36.650 1.00 S
MGUS 21.320 1.00 P
MGUS 37.320 1.00 S
APSL 22.140 1.00 P
APSL 38.740 1.00 S
RAWC 22.820 1.00 P
RAWC 39.930 1.00 S
VOCA 23.540 1.00 P
VOCA 41.200 1.00 S
RPKV 29.900 1.00 P
RPKV 51.610 1.00 S
QYDI 30.170 1.00 P
QYDI 52.170 1.00 S
# 2001 02 03 00 01 10.000000 33.466 52.676  17.7  2.2 0.0 0.0 0.0         2
RHPW 16.440 1.00 P
RHPW 28.770 1.00 S
LUEX 16.880 1.00 P
LUEX 29.540 1.00 S
CBZA 17.480 1.00 P
CBZA 30.600 1.00 S
AVTK 19.590 1.00 P
AVTK 34.280 1.00 S
RAWC 20.330 1.00 P
RAWC 35.580 1.00 S
MGUS 20.770 1.00 P
MGUS 36.340 1.00 S
DNOA 22.270 1.00 P
DNOA 38.960 1.00 S
APSL 23.330 1.00 P
APSL 40.840 1.00 S
DQYH 25.160 1.00 P
DQYH 43.890 1.00 S
FOUH 25.910 1.00 P
FOUH 45.150 1.00 S
VOCA 26.940 1.00 P
VOCA 46.970 1.00 S
RPKV 34.430 1.00 P
RPKV 58.880 1.00 S
QYDI 34.920 1.00 P
QYDI 59.600 1.00 S
HLUH 35.660 1.00 P
HLUH 61.060 1.00 S
# 2001 02 03 00 02 20.000000 33.870 52.886  23.1  4.3 0.0 0.0 0.0         3
XBVK 12.140 1.00 P
XBVK 21.250 1.00 S
DNOA 14.890 1.00 P
DNOA 26.050 1.00 S
MGUS 16.740 1.00 P
MGUS 29.290 1.00 S
LUEX 17.160 1.00 P
LUEX 30.030 1.00 S
AVTK 18.740 1.00 P
AVTK 32.790 1.00 S
RAWC 18.690 1.00 P
RAWC 32.710 1.00 S
FOUH 19.440 1.00 P
