# 2012 08 11 12 23 15.400000 38.416 46.809   4.2  6.5 0.0 0.0 0.0         1
TVRZ  2.920 1.00 P
TVRZ  5.120 1.00 S
HRS   4.490 1.00 P
FTB  17.880 1.00 S
TBZ  10.620 1.00 P
TBZ  18.590 1.00 S
BST  13.610 1.00 P
BST  23.820 1.00 S
ORD  15.250 1.00 P
ORD  26.680 1.00 S
SRB  17.130 1.00 P
SRB  29.980 1.00 S
MRD  17.190 1.00 P
GRMI 17.890 1.00 P
GRMI 31.310 1.00 S
SHB  17.770 1.00 P
SHB  31.090 1.00 S
HSH  22.010 1.00 P
HSH  38.510 1.00 S
LRK  23.030 1.00 P
NAX  23.660 1.00 P
NAX  41.410 1.00 S
GLBA 28.030 1.00 P
ASTR 51.110 1.00 S
BRDA 34.330 1.00 P
MAKU 61.530 1.00 S
SAAT 35.520 1.00 P
ZRD  36.300 1.00 P
GANJ 40.090 1.00 P
ZNJK 40.920 1.00 P
GNI  72.630 1.00 S
VANB 45.960 1.00 P
VANB 80.040 1.00 S
# 2012 08 11 12 28 46.100000 38.444 46.771  21.7  3.5 0.0 0.0 0.0         2
TVRZ  7.890 1.00 S
TAHR  9.800 1.00 S
HRS   5.870 1.00 P
HRS  10.270 1.00 S
FTB  10.380 1.00 P
FTB  18.160 1.00 S
TABZ 10.450 1.00 P
TBZ  10.820 1.00 P
BST  14.110 1.00 P
BST  24.700 1.00 S
ORD  15.080 1.00 P
MRD  16.880 1.00 P
SHB  17.550 1.00 P
SRB  17.220 1.00 P
GRMI 17.740 1.00 P
GRMI 31.050 1.00 S
AZR  18.330 1.00 P
AZR  32.080 1.00 S
NAX  40.080 1.00 S
LRK  22.710 1.00 P
SBZ  24.750 1.00 P
GLBA 27.060 1.00 P
GLBA 47.360 1.00 S
ASTR 28.520 1.00 P
LKRN 50.170 1.00 S
BRDA 32.570 1.00 P
BRDA 56.790 1.00 S
MAKU 33.070 1.00 P
SAAT 58.390 1.00 S
GNI  39.270 1.00 P
GNI  68.390 1.00 S
ZNJK 68.070 1.00 S
VANB 43.880 1.00 P
# 2012 08 11 12 49 15.500000 38.393 46.688  13.3  4.6 0.0 0.0 0.0         3
TVRZ  5.990 1.00 S
HRS   5.940 1.00 P
HRS  10.390 1.00 S
TAHR 11.020 1.00 S
TABZ 15.160 1.00 S
FTB  15.180 1.00 S
TBZ   8.950 1.00 P
BST  13.520 1.00 P
ORD  26.060 1.00 S
MRD  16.160 1.00 P
SHB  16.240 1.00 P
SHB  28.420 1.00 S
SRB  18.010 1.00 P
SRB  31.520 1.00 S
HSH  38.440 1.00 S
LRK  24.490 1.00 P
GLBA 29.040 1.00 P
GLBA 50.820 1.00 S
ASTR 30.230 1.00 P
MAKU 58.410 1.00 S
BRDA 34.360 1.00 P
SAAT 35.630 1.00 P
ZRD  63.070 1.00 S
GNI  40.070 1.00 P
ZNJK 70.110 1.00 S
VANB 76.210 1.00 S
# 2012 08 11 13 14 05.500000 38.388 46.673   4.1  4.4 0.0 0.0 0.0         4
HRS   5.850 1.00 P
TAHR 11.040 1.00 S
TABZ 14.160 1.00 S
TBZ   8.340 1.00 P
TBZ  14.590 1.00 S
BST  13.190 1.00 P
BST  23.080 1.00 S
MRD  15.680 1.00 P
MRD  27.440 1.00 S
SHB  15.680 1.00 P
SRB  17.930 1.00 P
SRB  31.380 1.00 S
GRMI 19.740 1.00 P
HSH  38.300 1.00 S
NAX  22.760 1.00 P
LRK  24.980 1.00 P
SBZ  25.090 1.00 P
GLBA 29.800 1.00 P
ASTR 31.170 1.00 P
ASTR 54.550 1.00 S
MAKU 33.970 1.00 P
MAKU 59.450 1.00 S
BRDA 61.840 1.00 S
SAAT 36.950 1.00 P
SAAT 64.470 1.00 S
ZRD  37.390 1.00 P
GANJ 40.420 1.00 P
GANJ 70.470 1.00 S
GNI  41.040 1.00 P
ZNJK 41.420 1.00 P
ZNJK 72.200 1.00 S
VANB 77.690 1.00 S
# 2012 08 11 13 23 14.900000 38.482 46.714  10.0  3.7 0.0 0.0 0.0         5
TVRZ  3.680 1.00 S
TAHR  5.070 1.00 P
TAHR  8.870 1.00 S
HRS   6.060 1.00 P
TBZ  17.680 1.00 S
FTB  10.560 1.00 P
FTB  18.470 1.00 S
ORD  24.090 1.00 S
BST  15.320 1.00 P
MRD  15.910 1.00 P
MRD  27.840 1.00 S
SHB  16.940 1.00 P
GRMI 18.250 1.00 P
SRB  18.680 1.00 P
NAX  22.190 1.00 P
HSH  23.700 1.00 P
HSH  41.480 1.00 S
SBZ  24.130 1.00 P
GLBA 27.920 1.00 P
GLBA 48.850 1.00 S
ASTR 29.860 1.00 P
ASTR 52.260 1.00 S
LKRN 29.970 1.00 P
MAKU 33.330 1.00 P
MAKU 58.300 1.00 S
BRDA 32.920 1.00 P
SAAT 60.330 1.00 S
ZRD  60.970 1.00 S
GNI  39.580 1.00 P
ZNJK 41.470 1.00 P
ZNJK 72.260 1.00 S
VANB 44.490 1.00 P
VANB 77.460 1.00 S
# 2012 08 11 13 42 11.400000 38.407 46.679  13.8  4.0 0.0 0.0 0.0         6
TVRZ  5.720 1.00 S
HRS   6.450 1.00 P
HRS  11.290 1.00 S
TAHR 11.300 1.00 S
TABZ 15.630 1.00 S
FTB  15.740 1.00 S
TBZ   9.020 1.00 P
BST  14.040 1.00 P
BST  24.570 1.00 S
ORD  14.710 1.00 P
ORD  25.750 1.00 S
MRD  15.990 1.00 P
MRD  27.980 1.00 S
SHB  16.150 1.00 P
SRB  18.790 1.00 P
NAX  22.700 1.00 P
NAX  39.730 1.00 S
SBZ  24.800 1.00 P
LRK  24.580 1.00 P
LRK  43.020 1.00 S
GLBA 29.090 1.00 P
GLBA 50.900 1.00 S
ASTR 30.320 1.00 P
LKRN 30.550 1.00 P
LKRN 53.460 1.00 S
